Account No,Date,Description,Type,Balance
1406022,11-30-19,USER,Deposit,28147
1406022,12-05-19,USER,Withdrawl,24887.4
1406022,12-11-19,USER,Deposit,31874.4
1406022,12-21-19,USER,Withdrawl,31574.4
1406022,12-31-19,USER,Withdrawl,31585.2
1406022,12-31-19,SYSTEM,Deposit,31699.8
,,,,
1406023,01-03-19,USER,Withdrawl,25036.8
1406023,01-04-19,USER,Withdrawl,23556.8
1406023,01-04-19,USER,Deposit,24336.8
1406023,01-08-19,USER,Withdrawl,22566.8
1406023,01-12-19,USER,Withdrawl,21816.8
1406023,01-13-19,USER,Deposit,25735.8
1406023,01-13-19,USER,Withdrawl,22943.8
1406023,01-13-19,USER,Withdrawl,22855.8
1406023,01-27-19,USER,Withdrawl,22793.8
1406023,01-29-19,USER,Withdrawl,22013.8
1406023,01-31-19,USER,Deposit,22115.4
1406023,01-31-19,USER,Withdrawl,22100.8
1406023,02-03-19,USER,Deposit,25900.8
1406023,02-13-19,USER,Withdrawl,25207.8
1406023,02-13-19,USER,Deposit,29819.8
1406023,02-28-19,USER,Deposit,27312.1
1406023,02-28-19,USER,Withdrawl,27297.5
1406023,03-05-19,USER,Deposit,28597.5
1406023,03-13-19,USER,Withdrawl,27904.5
1406023,03-13-19,USER,Deposit,32516.5
1406023,03-31-19,SYSTEM,Deposit,33024.8
1406023,03-31-19,USER,Withdrawl,33010.2
1406023,04-04-19,USER,Withdrawl,30110.2
1406023,04-10-19,USER,Withdrawl,29270.2
1406023,04-13-19,USER,Deposit,33189.2
1406023,04-13-19,USER,Withdrawl,29167.2
1406023,04-13-19,USER,Deposit,31779.2
1406023,04-21-19,USER,Withdrawl,27697.2
1406023,04-30-19,USER,Deposit,27817.8
1406023,04-30-19,USER,Withdrawl,27803.2
1406023,05-04-19,USER,Deposit,28103.2
1406023,05-13-19,USER,Deposit,29410.2
1406023,05-13-19,USER,Deposit,32022.2
1406023,05-15-19,USER,Withdrawl,29230.2
1406023,05-31-19,USER,Deposit,29350.4
1406023,05-31-19,USER,Withdrawl,29335.8
1406023,06-03-19,USER,Withdrawl,27035.8
1406023,06-13-19,USER,Deposit,30954.8
1406023,06-13-19,USER,Withdrawl,28342.8
1406023,06-20-19,USER,Withdrawl,24412.8
1406023,06-30-19,SYSTEM,Deposit,24526.5
1406023,06-30-19,USER,Withdrawl,24511.9
1406023,07-03-19,USER,Deposit,29161.9
1406023,08-13-19,USER,Withdrawl,12391.1
1406023,09-01-19,USER,Withdrawl,9308.5
1406023,09-30-19,SYSTEM,Deposit,13754.8
1406023,10-01-19,USER,Withdrawl,5150.2
1406023,11-30-19,USER,Deposit,33826.5
1406023,12-09-19,USER,Withdrawl,5091.9
1406023,12-31-19,SYSTEM,Deposit,5930.2
,,,,
1406024,01-02-19,USER,Withdrawl,56155.4
1406024,01-06-19,USER,Withdrawl,47055.4
1406024,01-08-19,USER,Withdrawl,39660.4
1406024,01-11-19,USER,Withdrawl,36760.4
1406024,01-12-19,USER,Deposit,62775.4
1406024,01-13-19,USER,Withdrawl,60075.4
1406024,01-23-19,USER,Withdrawl,54675.4
1406024,01-25-19,USER,Withdrawl,49575.4
1406024,01-25-19,USER,Withdrawl,47175.4
1406024,01-29-19,USER,Withdrawl,39075.4
1406024,01-31-19,USER,Deposit,39296.9
1406024,01-31-19,USER,Withdrawl,39266.9
1406024,02-05-19,USER,Withdrawl,35866.9
1406024,02-08-19,USER,Withdrawl,28471.9
1406024,02-12-19,USER,Withdrawl,17151.1
1406024,02-12-19,USER,Deposit,54486.9
1406024,02-22-19,USER,Withdrawl,36351.1
1406024,02-28-19,USER,Deposit,36527.4
1406024,02-28-19,USER,Withdrawl,33442.4
1406024,02-28-19,USER,Withdrawl,33432.4
1406024,03-07-19,USER,Deposit,35042.4
1406024,03-08-19,USER,Withdrawl,27647.4
1406024,03-12-19,USER,Deposit,53662.4
1406024,03-12-19,USER,Withdrawl,49326.6
1406024,03-31-19,SYSTEM,Deposit,49516.6
1406024,03-31-19,USER,Withdrawl,49486.6
1406024,04-02-19,USER,Withdrawl,38172.6
1406024,04-06-19,USER,Withdrawl,38072.6
1406024,04-08-19,USER,Withdrawl,30677.6
1406024,04-12-19,USER,Deposit,56692.6
1406024,04-12-19,USER,Withdrawl,52356.7
1406024,04-30-19,USER,Deposit,52556.8
1406024,04-30-19,USER,Withdrawl,52526.8
1406024,05-06-19,USER,Withdrawl,46226.8
1406024,05-08-19,USER,Withdrawl,38831.8
1406024,05-12-19,USER,Deposit,64846.8
1406024,05-12-19,USER,Withdrawl,60510.9
1406024,05-21-19,USER,Withdrawl,47010.9
1406024,05-31-19,USER,Deposit,47223.9
1406024,05-31-19,USER,Withdrawl,47193.9
1406024,06-03-19,USER,Withdrawl,44793.9
1406024,06-05-19,USER,Withdrawl,39593.9
1406024,06-08-19,USER,Withdrawl,32198.9
1406024,06-12-19,USER,Deposit,66885
1406024,06-12-19,USER,Deposit,71220.9
1406024,06-29-19,USER,Withdrawl,26685
1406024,06-30-19,SYSTEM,Deposit,26921.1
1406024,06-30-19,USER,Withdrawl,26891.1
1406024,07-05-19,USER,Deposit,28491.1
1406024,07-08-19,USER,Withdrawl,21096.1
1406024,07-12-19,USER,Deposit,47111.1
1406024,07-12-19,USER,Withdrawl,42775.3
1406024,07-27-19,USER,Withdrawl,21190.3
1406024,07-31-19,USER,Deposit,21335.9
1406024,07-31-19,USER,Withdrawl,21305.9
1406024,08-04-19,USER,Deposit,26205.9
1406024,08-08-19,USER,Withdrawl,18810.9
1406024,08-12-19,USER,Deposit,44825.9
1406024,08-12-19,USER,Withdrawl,40490.1
1406024,08-30-19,USER,Withdrawl,29390.1
1406024,08-31-19,USER,Deposit,29525.8
1406024,08-31-19,USER,Withdrawl,29495.8
1406024,09-03-19,USER,Deposit,30595.8
1406024,09-08-19,USER,Withdrawl,23200.8
1406024,09-12-19,USER,Deposit,49215.8
1406024,09-12-19,USER,Withdrawl,44879.9
1406024,09-26-19,USER,Withdrawl,35083.9
1406024,09-30-19,SYSTEM,Deposit,35245.2
1406024,09-30-19,USER,Withdrawl,35215.2
1406024,10-03-19,USER,Withdrawl,34315.2
1406024,10-08-19,USER,Withdrawl,26920.2
1406024,10-12-19,USER,Deposit,52935.2
1406024,10-12-19,USER,Withdrawl,48599.4
1406024,10-21-19,USER,Withdrawl,36299.4
1406024,10-31-19,USER,Deposit,36459
1406024,10-31-19,USER,Withdrawl,36429
1406024,11-02-19,USER,Withdrawl,34629
1406024,11-08-19,USER,Withdrawl,27234
1406024,11-12-19,USER,Deposit,48913.2
1406024,11-12-19,USER,Deposit,53249
1406024,11-30-19,USER,Withdrawl,49092.4
1406024,11-30-19,USER,Withdrawl,49062.4
1406024,12-02-19,USER,Withdrawl,38162.4
1406024,12-06-19,USER,Withdrawl,31562.4
1406024,12-08-19,USER,Withdrawl,24167.4
1406024,12-12-19,USER,Deposit,58853.5
1406024,12-12-19,USER,Deposit,63189.4
1406024,12-31-19,SYSTEM,Deposit,63230.3
,,,,
1406025,01-02-19,USER,Withdrawl,23981.6
1406025,01-02-19,USER,Withdrawl,23881.6
1406025,01-06-19,USER,Withdrawl,21794.6
1406025,01-07-19,USER,Deposit,27472.6
1406025,01-09-19,USER,Withdrawl,25232.6
1406025,01-09-19,USER,Withdrawl,24432.6
1406025,01-11-19,USER,Withdrawl,22512.6
1406025,01-14-19,USER,Withdrawl,21472.6
1406025,01-21-19,USER,Withdrawl,20272.6
1406025,01-31-19,USER,Deposit,20365.2
1406025,01-31-19,USER,Withdrawl,20350.6
1406025,02-01-19,USER,Withdrawl,19550.6
1406025,02-04-19,USER,Withdrawl,17630.6
1406025,02-06-19,USER,Withdrawl,15543.6
1406025,02-07-19,USER,Deposit,21221.6
1406025,02-24-19,USER,Withdrawl,18741.6
1406025,02-28-19,USER,Deposit,18825.8
1406025,02-28-19,USER,Withdrawl,18811.2
1406025,03-06-19,USER,Withdrawl,16724.2
1406025,03-07-19,USER,Deposit,22402.2
1406025,03-31-19,SYSTEM,Deposit,22492.6
1406025,03-31-19,USER,Withdrawl,22478
1406025,04-02-19,USER,Withdrawl,20578
1406025,04-06-19,USER,Withdrawl,18491
1406025,04-07-19,USER,Deposit,24169
1406025,04-12-19,USER,Withdrawl,23289
1406025,04-30-19,USER,Deposit,23385.4
1406025,04-30-19,USER,Withdrawl,23370.8
1406025,05-02-19,USER,Withdrawl,18670.8
1406025,05-04-19,USER,Withdrawl,16510.8
1406025,05-06-19,USER,Withdrawl,14423.8
1406025,05-07-19,USER,Deposit,20101.8
1406025,05-31-19,USER,Deposit,20185.1
1406025,05-31-19,USER,Withdrawl,20170.5
1406025,06-01-19,USER,Withdrawl,17770.5
1406025,06-06-19,USER,Withdrawl,15683.5
1406025,06-07-19,USER,Deposit,21361.5
1406025,06-30-19,SYSTEM,Deposit,21448.8
1406025,06-30-19,USER,Withdrawl,21434.2
1406025,07-01-19,USER,Withdrawl,19634.2
1406025,07-06-19,USER,Withdrawl,17547.2
1406025,07-07-19,USER,Deposit,23225.2
1406025,07-31-19,USER,Deposit,23319.5
1406025,07-31-19,USER,Withdrawl,20719.5
1406025,07-31-19,USER,Withdrawl,20704.9
1406025,08-06-19,USER,Withdrawl,18617.9
1406025,08-07-19,USER,Deposit,24295.9
1406025,08-30-19,USER,Withdrawl,20495.9
1406025,08-31-19,USER,Deposit,20593.1
1406025,08-31-19,USER,Withdrawl,20578.5
1406025,09-06-19,USER,Withdrawl,18491.5
1406025,09-07-19,USER,Deposit,24169.5
1406025,09-23-19,USER,Withdrawl,21289.5
1406025,09-29-19,USER,Withdrawl,17089.5
1406025,09-30-19,SYSTEM,Deposit,17182.7
1406025,09-30-19,USER,Withdrawl,17168.1
1406025,10-06-19,USER,Withdrawl,15081.1
1406025,10-07-19,USER,Withdrawl,17959.1
1406025,10-07-19,USER,Deposit,20759.1
1406025,10-31-19,USER,Withdrawl,18042.1
1406025,10-31-19,USER,Withdrawl,18027.5
1406025,11-06-19,USER,Withdrawl,15940.5
1406025,11-07-19,USER,Deposit,21618.5
1406025,11-30-19,USER,Deposit,21705.3
1406025,11-30-19,USER,Withdrawl,21690.7
1406025,12-02-19,USER,Withdrawl,21090.7
1406025,12-06-19,USER,Withdrawl,19003.7
1406025,12-07-19,USER,Deposit,24681.7
1406025,12-28-19,USER,Withdrawl,23681.7
1406025,12-31-19,SYSTEM,Deposit,23781
1406025,12-31-19,USER,Withdrawl,23766.4
,,,,
1406026,01-06-19,USER,Withdrawl,17985
1406026,01-06-19,USER,Withdrawl,16815
1406026,01-07-19,USER,Deposit,19134
1406026,01-07-19,USER,Deposit,20004
1406026,01-09-19,USER,Withdrawl,17008
1406026,01-10-19,USER,Withdrawl,16288
1406026,01-11-19,USER,Withdrawl,15958
1406026,01-15-19,USER,Deposit,19258
1406026,01-15-19,USER,Withdrawl,19078
1406026,01-16-19,USER,Withdrawl,18568
1406026,01-18-19,USER,Withdrawl,17968
1406026,01-31-19,USER,Deposit,18042.6
1406026,01-31-19,USER,Withdrawl,18028
1406026,02-07-19,USER,Deposit,21217
1406026,02-09-19,USER,Withdrawl,19091
1406026,02-14-19,USER,Deposit,21891
1406026,02-28-19,USER,Deposit,21975.4
1406026,02-28-19,USER,Withdrawl,21960.8
1406026,03-07-19,USER,Deposit,25149.8
1406026,03-09-19,USER,Withdrawl,23023.8
1406026,03-31-19,SYSTEM,Deposit,23118.5
1406026,03-31-19,USER,Withdrawl,23103.9
1406026,04-07-19,USER,Deposit,26292.9
1406026,04-09-19,USER,Withdrawl,24166.9
1406026,04-15-19,USER,Withdrawl,23766.9
1406026,04-30-19,USER,Deposit,23865.4
1406026,04-30-19,USER,Withdrawl,23850.8
1406026,05-07-19,USER,Deposit,27039.8
1406026,05-09-19,USER,Withdrawl,24913.8
1406026,05-15-19,USER,Deposit,25613.8
1406026,05-31-19,USER,Deposit,25717.9
1406026,05-31-19,USER,Withdrawl,25703.3
1406026,06-07-19,USER,Deposit,28892.3
1406026,06-09-19,USER,Withdrawl,26766.3
1406026,06-14-19,USER,Withdrawl,20666.3
1406026,06-28-19,USER,Withdrawl,15266.3
1406026,06-30-19,SYSTEM,Deposit,15359.8
1406026,06-30-19,USER,Withdrawl,15345.2
1406026,07-07-19,USER,Deposit,18534.2
1406026,07-09-19,USER,Withdrawl,16408.2
1406026,07-14-19,USER,Deposit,20408.2
1406026,07-29-19,USER,Withdrawl,19808.2
1406026,07-31-19,USER,Deposit,19884.7
1406026,07-31-19,USER,Withdrawl,19870.1
1406026,08-07-19,USER,Deposit,23059.1
1406026,08-09-19,USER,Withdrawl,20933.1
1406026,08-13-19,USER,Deposit,21533.1
1406026,08-31-19,USER,Deposit,21620.5
1406026,08-31-19,USER,Withdrawl,21605.9
1406026,09-01-19,USER,Withdrawl,20675.9
1406026,09-07-19,USER,Deposit,23864.9
1406026,09-09-19,USER,Withdrawl,21738.9
1406026,09-12-19,USER,Deposit,21938.9
1406026,09-30-19,SYSTEM,Deposit,22030.3
1406026,09-30-19,USER,Withdrawl,22015.7
1406026,10-07-19,USER,Deposit,25204.7
1406026,10-09-19,USER,Withdrawl,23078.7
1406026,10-12-19,USER,Withdrawl,21278.7
1406026,10-19-19,USER,Withdrawl,20408.7
1406026,10-31-19,USER,Deposit,20497.1
1406026,10-31-19,USER,Withdrawl,20482.5
1406026,11-07-19,USER,Deposit,23671.5
1406026,11-09-19,USER,Withdrawl,21545.5
1406026,11-11-19,USER,Deposit,23145.5
1406026,11-30-19,USER,Deposit,23238.2
1406026,11-30-19,USER,Withdrawl,23223.6
1406026,12-07-19,USER,Deposit,26412.6
1406026,12-09-19,USER,Withdrawl,24286.6
1406026,12-11-19,USER,Withdrawl,20286.6
1406026,12-25-19,USER,Withdrawl,19506.6
1406026,12-31-19,SYSTEM,Deposit,19594.3
1406026,12-31-19,USER,Withdrawl,19579.7
,,,,
1406027,01-03-19,USER,Withdrawl,35976
1406027,01-04-19,USER,Withdrawl,15201
1406027,01-10-19,USER,Deposit,39746
1406027,01-13-19,USER,Withdrawl,34946
1406027,01-13-19,USER,Withdrawl,28046
1406027,01-16-19,USER,Withdrawl,24246
1406027,01-21-19,USER,Withdrawl,21246
1406027,01-24-19,USER,Deposit,29246
1406027,01-26-19,USER,Withdrawl,21746
1406027,01-28-19,USER,Withdrawl,19646
1406027,01-30-19,USER,Withdrawl,12746
1406027,01-31-19,USER,Deposit,12828.9
1406027,01-31-19,USER,Withdrawl,12816.1
1406027,01-31-19,USER,Deposit,12910.7
1406027,02-10-19,USER,Deposit,37441.1
1406027,02-15-19,USER,Withdrawl,34441.1
1406027,02-23-19,USER,Deposit,36041.1
1406027,02-28-19,USER,Deposit,36121.1
1406027,02-28-19,USER,Deposit,36185.4
1406027,02-28-19,USER,Deposit,36200
1406027,03-01-19,USER,Withdrawl,12735.4
1406027,03-02-19,USER,Withdrawl,10135.4
1406027,03-10-19,USER,Deposit,34680.4
1406027,03-11-19,USER,Withdrawl,27836.4
1406027,03-25-19,USER,Deposit,34436.4
1406027,03-31-19,USER,Deposit,34604.8
1406027,03-31-19,USER,Withdrawl,34590.2
1406027,03-31-19,SYSTEM,Deposit,34620
1406027,04-10-19,USER,Deposit,59135.2
1406027,04-13-19,USER,Withdrawl,55835.2
1406027,04-24-19,USER,Withdrawl,46435.2
1406027,04-30-19,USER,Deposit,46768.8
1406027,04-30-19,USER,Withdrawl,46754.2
1406027,04-30-19,USER,Deposit,46601.4
1406027,05-10-19,USER,Deposit,71299.2
1406027,05-11-19,USER,Withdrawl,68699.2
1406027,05-17-19,USER,Withdrawl,60633.2
1406027,05-24-19,USER,Withdrawl,48233.2
1406027,05-26-19,USER,Withdrawl,40133.2
1406027,05-31-19,USER,Deposit,40530.2
1406027,05-31-19,USER,Withdrawl,40515.6
1406027,05-31-19,USER,Deposit,40631.1
1406027,06-06-19,USER,Withdrawl,36215.6
1406027,06-07-19,USER,Withdrawl,24815.6
1406027,06-10-19,USER,Deposit,61633.6
1406027,06-16-19,USER,Withdrawl,58633.6
1406027,06-23-19,USER,Withdrawl,45233.6
1406027,06-30-19,USER,Deposit,45593.1
1406027,06-30-19,USER,Withdrawl,45578.5
1406027,07-08-19,USER,Withdrawl,38305.5
1406027,07-10-19,USER,Deposit,62850.5
1406027,07-12-19,USER,Withdrawl,58850.5
1406027,07-23-19,USER,Withdrawl,48750.5
1406027,07-31-19,USER,Deposit,48945.5
1406027,07-31-19,USER,Deposit,49138.9
1406027,08-10-19,USER,Deposit,73669.3
1406027,08-11-19,USER,Withdrawl,66632.3
1406027,08-13-19,USER,Withdrawl,64232.3
1406027,08-22-19,USER,Withdrawl,51332.3
1406027,08-31-19,USER,Deposit,51539.1
1406027,08-31-19,USER,Withdrawl,51429.5
1406027,08-31-19,USER,Deposit,51744.1
1406027,09-10-19,USER,Deposit,76274.5
1406027,09-12-19,USER,Withdrawl,63980.5
1406027,09-17-19,USER,Withdrawl,60980.5
1406027,09-21-19,USER,Withdrawl,48480.5
1406027,09-25-19,USER,Withdrawl,43461.5
1406027,09-30-19,USER,Deposit,43851.1
1406027,09-30-19,USER,Withdrawl,43836.5
1406027,09-30-19,SYSTEM,Deposit,43955.3
1406027,10-10-19,USER,Deposit,68381.5
1406027,10-16-19,USER,Withdrawl,65581.5
1406027,10-19-19,USER,Withdrawl,56119.5
1406027,10-21-19,USER,Withdrawl,36602.5
1406027,10-21-19,USER,Withdrawl,43502.5
1406027,10-31-19,USER,Deposit,46926.6
1406027,10-31-19,USER,Withdrawl,36912
1406027,11-10-19,USER,Deposit,61457
1406027,11-12-19,USER,Withdrawl,56257
1406027,11-17-19,USER,Withdrawl,53661
1406027,11-20-19,USER,Withdrawl,42961
1406027,11-22-19,USER,Withdrawl,30661
1406027,11-27-19,USER,Withdrawl,18997
1406027,11-30-19,USER,Deposit,19132.3
1406027,11-30-19,USER,Withdrawl,19050.7
1406027,11-30-19,USER,Deposit,19265.3
1406027,12-04-19,USER,Withdrawl,16650.7
1406027,12-10-19,USER,Deposit,53468.7
1406027,12-20-19,USER,Withdrawl,44068.7
1406027,12-25-19,USER,Withdrawl,21226.7
1406027,12-31-19,USER,Deposit,21459.9
1406027,12-31-19,USER,Withdrawl,21445.3
1406027,12-31-19,SYSTEM,Deposit,21642
,,,,
1406028,01-07-19,USER,Deposit,29222.3
1406028,01-17-19,USER,Withdrawl,26722.3
1406028,01-31-19,USER,Deposit,26825.2
1406028,02-07-19,USER,Deposit,33143.2
1406028,02-16-19,USER,Withdrawl,27343.2
1406028,02-28-19,USER,Deposit,27455.8
1406028,03-07-19,USER,Deposit,33773.8
1406028,03-10-19,USER,Withdrawl,30456.8
1406028,03-18-19,USER,Withdrawl,30256.8
1406028,03-18-19,USER,Withdrawl,26256.8
1406028,03-20-19,USER,Withdrawl,22456.8
1406028,03-31-19,USER,Withdrawl,22452.3
1406028,03-31-19,SYSTEM,Deposit,22566.9
1406028,04-07-19,USER,Deposit,28870.3
1406028,04-10-19,USER,Withdrawl,25553.3
1406028,04-17-19,USER,Deposit,26653.3
1406028,04-30-19,USER,Withdrawl,26543.6
1406028,04-30-19,USER,Deposit,26758.2
1406028,05-07-19,USER,Deposit,33061.6
1406028,05-10-19,USER,Withdrawl,29744.6
1406028,05-17-19,USER,Withdrawl,29144.6
1406028,05-31-19,USER,Withdrawl,29249.1
1406028,05-31-19,USER,Deposit,29263.7
1406028,06-01-19,USER,Withdrawl,24349.1
1406028,06-07-19,USER,Deposit,33826.1
1406028,06-10-19,USER,Withdrawl,30509.1
1406028,06-16-19,USER,Withdrawl,30209.1
1406028,06-30-19,USER,Withdrawl,30121.3
1406028,06-30-19,SYSTEM,Deposit,30335.9
1406028,07-07-19,USER,Deposit,36639.3
1406028,07-10-19,USER,Withdrawl,33322.3
1406028,07-16-19,USER,Deposit,34622.3
1406028,07-22-19,USER,Withdrawl,32922.3
1406028,07-31-19,USER,Deposit,33043.4
1406028,07-31-19,USER,Deposit,33058
1406028,08-07-19,USER,Deposit,39361.4
1406028,08-10-19,USER,Withdrawl,36044.4
1406028,08-15-19,USER,Withdrawl,35944.4
1406028,08-31-19,USER,Withdrawl,35876.1
1406028,08-31-19,USER,Deposit,36090.7
1406028,09-07-19,USER,Deposit,42394.1
1406028,09-10-19,USER,Withdrawl,39077.1
1406028,09-14-19,USER,Withdrawl,36377.1
1406028,09-30-19,USER,Withdrawl,36315.1
1406028,09-30-19,SYSTEM,Deposit,36529.7
1406028,10-07-19,USER,Deposit,42833.1
1406028,10-09-19,USER,Withdrawl,39333.1
1406028,10-10-19,USER,Withdrawl,36016.1
1406028,10-14-19,USER,Withdrawl,35316.1
1406028,10-31-19,USER,Deposit,35450.8
1406028,10-31-19,USER,Deposit,35465.4
1406028,11-07-19,USER,Deposit,41768.8
1406028,11-10-19,USER,Withdrawl,38451.8
1406028,11-13-19,USER,Deposit,39751.8
1406028,11-30-19,USER,Deposit,39896.8
1406028,11-30-19,USER,Deposit,39911.4
1406028,12-07-19,USER,Deposit,49373.8
1406028,12-10-19,USER,Withdrawl,46056.8
1406028,12-12-19,USER,Withdrawl,44456.8
1406028,12-13-19,USER,Withdrawl,43856.8
1406028,12-31-19,USER,Withdrawl,44020.7
1406028,12-31-19,SYSTEM,Deposit,44035.3
,,,,
1406029,01-01-19,USER,Withdrawl,22343
1406029,01-01-19,USER,Withdrawl,21943
1406029,01-06-19,USER,Deposit,27049
1406029,01-07-19,USER,Withdrawl,24049
1406029,01-09-19,USER,Withdrawl,23009
1406029,01-14-19,USER,Withdrawl,21274
1406029,01-19-19,USER,Withdrawl,20394
1406029,01-21-19,USER,Withdrawl,19514
1406029,01-22-19,USER,Withdrawl,17194
1406029,01-23-19,USER,Withdrawl,16154
1406029,01-31-19,USER,Withdrawl,16123.9
1406029,01-31-19,USER,Deposit,16238.5
1406029,02-06-19,USER,Deposit,21329.9
1406029,02-14-19,USER,Withdrawl,19594.9
1406029,02-28-19,USER,Withdrawl,19555.2
1406029,02-28-19,USER,Deposit,19669.8
1406029,03-06-19,USER,Deposit,24761.2
1406029,03-08-19,USER,Withdrawl,23461.2
1406029,03-14-19,USER,Withdrawl,21726.2
1406029,03-31-19,USER,Withdrawl,21701.5
1406029,03-31-19,SYSTEM,Deposit,21816.1
1406029,04-06-19,USER,Deposit,26907.5
1406029,04-07-19,USER,Withdrawl,24907.5
1406029,04-14-19,USER,Withdrawl,23172.5
1406029,04-30-19,USER,Withdrawl,23154.8
1406029,04-30-19,USER,Deposit,23269.4
1406029,05-06-19,USER,Deposit,28360.8
1406029,05-07-19,USER,Withdrawl,27760.8
1406029,05-14-19,USER,Withdrawl,26025.8
1406029,05-31-19,USER,Withdrawl,26018.8
1406029,05-31-19,USER,Deposit,26133.4
1406029,06-06-19,USER,Deposit,31224.8
1406029,06-06-19,USER,Withdrawl,27024.8
1406029,06-14-19,USER,Withdrawl,25289.8
1406029,06-30-19,USER,Withdrawl,25267.5
1406029,06-30-19,SYSTEM,Deposit,25402.1
1406029,07-06-19,USER,Deposit,30493.5
1406029,07-14-19,USER,Withdrawl,28758.5
1406029,07-17-19,USER,Withdrawl,28038.5
1406029,07-21-19,USER,Withdrawl,24198.5
1406029,07-31-19,USER,Withdrawl,24190.5
1406029,07-31-19,USER,Deposit,24305.1
1406029,08-06-19,USER,Deposit,29396.5
1406029,08-14-19,USER,Withdrawl,27661.5
1406029,08-31-19,USER,Withdrawl,27656
1406029,08-31-19,USER,Deposit,27770.6
1406029,09-04-19,USER,Withdrawl,25836
1406029,09-04-19,USER,Deposit,26556
1406029,09-06-19,USER,Deposit,30942
1406029,09-14-19,USER,Withdrawl,29207
1406029,09-30-19,USER,Withdrawl,29114.3
1406029,09-30-19,SYSTEM,Deposit,29328.9
1406029,10-04-19,USER,Withdrawl,28014.3
1406029,10-06-19,USER,Deposit,33120.3
1406029,10-13-19,USER,Withdrawl,29760.3
1406029,10-14-19,USER,Withdrawl,28025.3
1406029,10-31-19,USER,Withdrawl,27933.1
1406029,10-31-19,USER,Deposit,28147.7
1406029,11-06-19,USER,Deposit,33239.1
1406029,11-14-19,USER,Withdrawl,31504.1
1406029,11-30-19,USER,Deposit,31614.3
1406029,11-30-19,USER,Deposit,31628.9
1406029,12-06-19,USER,Deposit,36270.3
1406029,12-06-19,USER,Deposit,36720.3
1406029,12-14-19,USER,Withdrawl,34535.3
1406029,12-31-19,USER,Withdrawl,34464
1406029,12-31-19,SYSTEM,Deposit,34678.6
,,,,
1406030,01-01-19,USER,Withdrawl,33830.7
1406030,01-05-19,USER,Withdrawl,32990.7
1406030,01-07-19,USER,Withdrawl,32750.7
1406030,01-10-19,USER,Withdrawl,30168.7
1406030,01-11-19,USER,Withdrawl,29658.7
1406030,01-12-19,USER,Deposit,33531.7
1406030,01-14-19,USER,Withdrawl,31581.7
1406030,01-14-19,USER,Deposit,33381.7
1406030,01-16-19,USER,Withdrawl,31311.7
1406030,01-19-19,USER,Withdrawl,31211.7
1406030,01-26-19,USER,Withdrawl,31031.7
1406030,01-31-19,USER,Deposit,31149.3
1406030,01-31-19,USER,Deposit,31163.9
1406030,02-10-19,USER,Withdrawl,28567.3
1406030,02-12-19,USER,Deposit,32440.3
1406030,02-18-19,USER,Withdrawl,30140.3
1406030,02-28-19,USER,Withdrawl,30053.5
1406030,02-28-19,USER,Deposit,30268.1
1406030,03-10-19,USER,Withdrawl,27671.5
1406030,03-12-19,USER,Deposit,31544.5
1406030,03-20-19,USER,Deposit,33844.5
1406030,03-31-19,USER,Withdrawl,33761.7
1406030,03-31-19,SYSTEM,Deposit,33976.3
1406030,04-10-19,USER,Withdrawl,31379.7
1406030,04-12-19,USER,Deposit,35252.7
1406030,04-19-19,USER,Deposit,36052.7
1406030,04-28-19,USER,Withdrawl,34612.7
1406030,04-30-19,USER,Withdrawl,34542.1
1406030,04-30-19,USER,Deposit,34756.7
1406030,05-10-19,USER,Withdrawl,32160.1
1406030,05-12-19,USER,Deposit,36033.1
1406030,05-19-19,USER,Withdrawl,33433.1
1406030,05-31-19,USER,Withdrawl,33360.6
1406030,05-31-19,USER,Deposit,33575.2
1406030,06-10-19,USER,Withdrawl,30978.6
1406030,06-12-19,USER,Deposit,34851.6
1406030,06-18-19,USER,Deposit,39451.6
1406030,06-26-19,USER,Withdrawl,37771.6
1406030,06-30-19,USER,Withdrawl,37905.6
1406030,06-30-19,SYSTEM,Deposit,37920.2
1406030,07-03-19,USER,Withdrawl,36825.6
1406030,07-10-19,USER,Withdrawl,34243.6
1406030,07-12-19,USER,Deposit,38116.6
1406030,07-18-19,USER,Deposit,42516.6
1406030,07-31-19,USER,Withdrawl,42466
1406030,07-31-19,USER,Deposit,42680.6
1406030,08-10-19,USER,Withdrawl,40084
1406030,08-12-19,USER,Deposit,43957
1406030,08-17-19,USER,Withdrawl,42857
1406030,08-31-19,USER,Withdrawl,42019.5
1406030,08-31-19,USER,Deposit,43034.1
1406030,09-10-19,USER,Withdrawl,40437.5
1406030,09-12-19,USER,Deposit,44310.5
1406030,09-30-19,USER,Withdrawl,44276.6
1406030,09-30-19,SYSTEM,Deposit,44491.2
1406030,10-10-19,USER,Withdrawl,41894.6
1406030,10-12-19,USER,Deposit,45767.6
1406030,10-16-19,USER,Withdrawl,43967.6
1406030,10-31-19,USER,Withdrawl,43135.8
1406030,10-31-19,USER,Deposit,44150.4
1406030,11-10-19,USER,Withdrawl,41553.8
1406030,11-12-19,USER,Deposit,45426.8
1406030,11-15-19,USER,Deposit,47526.8
1406030,11-30-19,USER,Withdrawl,47502
1406030,11-30-19,USER,Deposit,47716.6
1406030,12-06-19,USER,Withdrawl,47002
1406030,12-10-19,USER,Withdrawl,44420
1406030,12-12-19,USER,Deposit,48293
